APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,352768,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,37489,0
T3,Independent,C1000,Preservation,Trust,100000-499999,138109,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,20395,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,100000-499999,129442,0
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,31019,1
T3,Independent,C1000,Preservation,Trust,100000-499999,738654,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,70480,1
T6,Independent,C1000,ProductDev,Association,25000-99999,72272,0
T6,CompanySponsored,C2000,CommunityServ,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,61238,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,25000-99999,5000,0
T3,Independent,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,Independent,C1000,ProductDev,Trust,10000-24999,17045,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,25000-99999,136282,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,25000-99999,34333,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,273196,1
T3,Independent,C1000,Preservation,Trust,25000-99999,21560,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,112192,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C1000,ProductDev,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,9255,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1240,Preservation,Trust,0,5000,1
T19,Independent,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,22902,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,430820,0
T3,Independent,C1000,Preservation,Trust,25000-99999,22912,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,29822,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2700,Preservation,Trust,25000-99999,6700,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C7000,Preservation,Trust,100000-499999,8833,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,142170,1
T3,Independent,C1000,Preservation,Corporation,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,183356,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T6,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1000,CommunityServ,Trust,10000-24999,6126,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C2100,Preservation,Trust,100000-499999,49918,1
T4,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,9560,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T4,Independent,C3000,ProductDev,Trust,25000-99999,414989,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,Independent,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,1M-5M,339472,0
T5,Independent,C3000,ProductDev,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,1-9999,5000,1
T6,Independent,C1000,ProductDev,Association,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,477768,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,8274,1
T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,25567,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,10874,1
T3,Independent,C1000,Preservation,Trust,5M-10M,1276279,1
T3,Independent,C1000,Preservation,Trust,5M-10M,1203606,1
T3,Independent,C1000,Preservation,Trust,1M-5M,747113,1
T3,Independent,C4000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,21461,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,148553,1
T3,Independent,C7000,Preservation,Trust,25000-99999,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,10000-24999,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T10,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,25000-99999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Association,25000-99999,20010,0
T3,Independent,C1200,Preservation,Trust,25000-99999,70748,1
T3,Independent,C2100,Preservation,Trust,100000-499999,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C7100,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,25000-99999,36140,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C3000,ProductDev,Trust,25000-99999,94253,1
T3,Independent,C1200,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,10000-24999,9711,1
T3,Independent,C1000,Preservation,Trust,100000-499999,41463,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Heathcare,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T6,Independent,C1000,ProductDev,Trust,25000-99999,103638,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5302656,0
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,21315,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,36694,0
T6,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,425640,1
T3,Independent,C1000,Preservation,Trust,100000-499999,268859,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,100000-499999,107645,1
T5,Independent,C1000,ProductDev,Association,0,5000,1
T4,Independent,C1000,ProductDev,Trust,0,7703,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2100,Preservation,Trust,10000-24999,53049,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,68393,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1700,Preservation,Trust,1M-5M,909853,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1M-5M,180949,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,28469,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,25000-99999,19295,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,149487,0
T6,Independent,C3000,ProductDev,Trust,100000-499999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,41792,0
T3,Independent,C2000,Preservation,Trust,0,20376,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,10000-24999,17605,0
T3,Independent,C1000,Preservation,Trust,100000-499999,168794,1
T3,Independent,C1000,Preservation,Trust,100000-499999,20709,0
T3,Independent,C1000,Preservation,Trust,100000-499999,10562,0
T3,Independent,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,100000-499999,95660,0
T3,Independent,C1000,Preservation,Trust,25000-99999,6269563,0
T3,Independent,C1000,Preservation,Trust,0,10598509,0
T3,Independent,C1000,Preservation,Trust,25000-99999,43342,0
T3,Independent,C2000,Preservation,Trust,25000-99999,112434,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,16866,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,25000-99999,337492,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,5903,1
T3,Independent,C1000,Preservation,Trust,25000-99999,772432,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,25000-99999,46389,1
T3,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,40839,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,155277,1
T3,Independent,C1000,Preservation,Trust,1M-5M,683712,0
T3,Independent,C1200,Preservation,Association,0,5000,1
T4,Independent,C1000,ProductDev,Association,0,5000,0
T4,Independent,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C7000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,290412,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,25000-99999,5860,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,58517,0
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,312949,1
T3,Independent,C1200,Preservation,Trust,10000-24999,6858,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,10000-24999,8746,1
T3,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,100000-499999,417852,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,25000-99999,24294,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Trust,25000-99999,5000,0
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T4,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,10821,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,58272,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,1M-5M,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,15788,0
T3,CompanySponsored,C7000,Preservation,Association,25000-99999,8106,0
T6,Independent,C2000,ProductDev,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,25000-99999,13862,0
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,259107,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
